:START_ID(Post)|:END_ID(Tag)
412316897939|9012
412316897939|9687
412316897942|1930
412316897942|9343
412316897942|13991
412316897945|1930
412316897945|6256
412316897945|9830
412316897945|14186
343597421212|1930
343597421212|3002
343597421212|6239
343597421212|6309
343597421212|7591
343597421212|8820
412316897951|1930
412316897951|3103
412316897951|5566
412316897951|13380
343597421218|1910
343597421218|1930
343597421218|5587
343597421218|12232
343597421218|13702
343597421218|13859
412316897957|1930
412316897957|6801
412316897957|8976
412316897957|9429
412316897957|10580
412316897957|12824
412316897960|1930
412316897960|6379
412316897960|10326
412316897963|1930
412316897963|5581
412316897963|10565
412316897963|11832
412316897966|1930
412316897966|2899
412316897966|6991
412316897966|9005
412316897966|13853
412316897969|1930
412316897969|3034
412316897969|3089
412316897969|7479
412316897969|8967
412316897969|9163
412316897969|12824
412316897969|15166
343597421236|1930
343597421236|5849
343597421236|7435
343597421236|7897
343597421236|11694
412316897975|1930
412316897975|5416
412316897975|7002
412316897975|7056
412316897975|14588
412316897978|1930
412316897978|5010
412316897978|5338
412316897978|5891
412316897978|6462
412316897978|7329
412316897978|9747
412316897978|10943
412316897978|14125
412316897981|1930
412316897981|1989
412316897981|7307
412316897981|9329
412316897981|13569
412316897981|14740
412316897984|1671
412316897984|1930
412316897984|9050
412316897984|12457
412316897984|13891
412316897987|1930
412316897987|5386
412316897987|6293
412316897987|7853
412316897987|12650
412316897987|13297
412316897990|1764
412316897990|1930
412316897990|6805
412316897990|7046
412316897990|10426
412316897993|1930
412316897993|2789
412316897993|7913
412316897993|11686
412316897993|14068
412316897993|14077
412316897996|1759
412316897996|1930
412316897996|10038
412316897996|14965
343597421593|290
137438991404|61
137438991404|787
137438991404|1406
137438991404|3014
137438991404|8759
137438991404|10431
755914282029|1528
755914282029|2792
755914282029|3081
755914282029|5089
755914282029|5091
755914282029|6525
755914282029|9222
755914282029|9323
755914282029|13027
137438991406|280
137438991406|1406
137438991406|2819
137438991406|8391
137438991406|9174
137438991406|9328
137438991406|9353
137438991406|11513
755914282031|1528
755914282031|3051
755914282031|6962
755914282031|7179
755914282031|9399
618475328947|292
274877945286|292
274877945286|795
274877945286|2786
274877945286|7031
481036375513|292
481036375513|358
274877945324|292
274877945324|2042
412316898815|292
412316898815|358
412316898815|9163
412316898815|11492
343597422098|292
343597422117|292
343597422117|358
137438991928|292
137438991928|5767
1099511666251|292
1099511666251|6071
274877945438|292
274877945438|795
274877945438|5767
412316898929|292
412316898929|6071
755914282628|292
755914282628|2935
755914282628|6704
755914282628|11492
481036375703|292
481036375722|292
481036375722|2794
481036375722|2926
481036375722|9163
206158468797|292
206158468797|795
206158468797|2042
962072712912|292
962072712912|3070
343597422307|292
343597422307|7031
343597422307|11492
1030792189686|6
1030792189686|590
1030792189686|2843
1030792189686|3068
1030792189686|5162
687194806010|6
687194806010|2072
206158468862|6
206158468862|775
206158468862|5061
206158468862|6399
755914282754|6
755914282754|12419
824633759494|6
824633759494|1616
824633759494|2017
343597422346|6
343597422346|2016
343597422346|2095
343597422346|2992
343597422346|7596
343597422346|11289
343597422346|15388
755914282766|6
755914282766|781
755914282766|1749
755914282766|2034
755914282766|7596
755914282766|9299
343597422354|1093
343597422354|5389
343597422354|7589
962072712988|1178
962072712988|1748
962072712988|7547
962072712988|7610
962072712988|11702
412316899110|1912
412316899110|2206
412316899110|2819
412316899120|1681
412316899120|2206
412316899120|2903
412316899120|2963
412316899120|5136
412316899120|11556
274877945658|1602
274877945658|2853
274877945658|5265
274877945658|7604
274877945658|9270
274877945658|9789
274877945668|1602
274877945668|2836
274877945668|7650
274877945668|8958
274877945668|11730
274877945678|567
274877945678|1602
274877945678|6684
274877945678|7603
274877945678|8481
274877945678|13859
412316899160|9
412316899160|2206
412316899160|11573
274877945698|1602
343597422444|1093
343597422444|2081
343597422444|2100
343597422444|2821
343597422444|6974
343597422444|9269
412316899190|784
412316899190|2206
412316899190|7445
962072713088|1444
962072713088|1748
962072713088|2794
962072713088|7033
274877945738|1602
274877945738|2810
274877945738|9166
274877945738|11250
274877945738|12584
1030792189844|143
1030792189844|2056
1030792189844|6556
1030792189844|9174
343597422496|143
343597422496|2953
893353236396|143
893353236396|2790
893353236408|143
893353236408|579
893353236408|2798
893353236408|2953
687194806212|1396
687194806212|6365
687194806212|11547
893353236436|244
893353236436|282
893353236436|565
893353236436|3040
893353236436|7549
893353236436|9280
893353236436|9541
893353236436|10284
893353236436|12425
687194806244|1396
687194806244|1993
687194806244|2805
687194806244|6972
412316899316|1757
412316899316|2789
412316899316|8006
274877945860|578
274877945860|993
274877945860|10523
274877945860|12709
274877945860|13566
618475329556|1028
618475329556|1753
618475329556|5127
618475329556|5183
618475329556|9230
618475329556|13995
1168231143717|280
618475329834|280
618475329834|2778
618475329834|2790
755914283311|280
755914283311|1990
893353236788|280
412316899641|1999
412316899641|2206
412316899641|2850
412316899641|2969
412316899641|6196
412316899641|11534
412316899641|12441
412316899645|2206
412316899645|6942
412316899645|9282
412316899645|9863
412316899645|14816
274877946177|4845
274877946177|10173
412316899653|2206
412316899653|5588
412316899653|6433
412316899653|8236
412316899653|9341
412316899653|11610
412316899653|12423
412316899653|13205
412316899657|1179
412316899657|2206
412316899657|2844
412316899657|2913
412316899657|6397
412316899657|10982
412316899661|596
412316899661|2206
412316899661|5161
412316899661|11139
412316899661|11625
412316899661|12244
412316899665|283
412316899665|2206
274877946197|993
274877946197|5136
274877946197|5169
274877946197|12477
274877946201|138
274877946201|4845
274877946201|12366
412316899677|2206
412316899677|11634
274877946209|4845
412316899685|2007
412316899685|2206
412316899685|15224
755914283369|1929
481036376435|147
481036376435|1444
481036376435|9259
481036376435|11703
893353236861|1761
893353236861|5634
481036376455|468
481036376455|1444
481036376455|1548
687194806673|4
687194806673|142
687194806673|6947
687194806673|10472
687194806673|10535
687194806673|11443
481036376475|1444
481036376475|2846
481036376475|6416
481036376475|9060
481036376485|1033
481036376485|1444
481036376485|5187
481036376485|11641
481036376485|12105
893353237398|1
893353237398|470
893353237398|1545
893353237398|2095
893353237398|2827
893353237398|2924
618475330465|1
618475330465|2780
618475330465|2975
962072714156|1
962072714156|591
962072714156|2861
962072714156|3007
962072714156|7005
412316900279|1757
412316900279|4911
412316900279|5163
412316900279|15392
962072714416|791
962072714437|791
618475330778|791
1168231144687|791
1168231144687|1985
549755854084|791
1168231144729|791
618475330862|791
481036377411|791
481036377411|5000
824633761112|791
1030792191341|791
1030792191341|2859
412316900738|791
412316900738|1759
1099511668119|791
481036377516|1408
481036377516|5111
481036377516|6394
481036377516|7562
481036377516|11334
481036377516|12295
481036377532|1153
481036377532|1408
481036377532|7433
481036377532|7553
481036377532|8713
481036377548|1408
481036377548|2816
481036377548|2827
481036377548|10816
481036377548|15233
481036377564|1408
481036377564|6439
481036377564|7878
481036377564|8898
481036377564|10289
481036377580|567
481036377580|1408
481036377580|1911
481036377580|7017
481036377580|7044
481036377580|8245
481036377580|9526
481036377580|12024
481036377596|1408
481036377596|2859
481036377596|10509
1099511668456|1444
824633761527|1444
755914284806|1444
687194808282|783
687194808282|1410
687194808282|11308
687194808290|543
687194808290|1029
687194808290|1410
687194808290|2793
687194808290|5793
687194808290|9112
687194808290|9149
687194808298|1410
687194808298|2069
687194808306|1410
687194808306|2930
687194808306|5156
687194808306|7543
687194808306|8310
687194808314|1410
687194808314|2845
687194808314|5122
687194808322|1410
687194808322|1753
687194808322|2803
687194808322|5152
687194808322|7587
755914285066|1528
755914285066|9342
755914285066|12123
755914285066|13490
549755854866|565
962072715292|565
962072715292|1173
962072715292|2795
962072715292|2916
962072715292|5063
549755854886|138
549755854886|1172
549755854886|3034
549755854886|6938
549755854886|7135
1030792192056|138
1030792192056|1577
1030792192056|6968
1099511668809|138
1099511668809|1616
1099511668809|6429
1099511668827|138
1099511668827|5804
962072715373|138
962072715373|6704
962072715373|10627
549755854974|2041
549755854974|2423
549755854974|2890
549755854974|5091
549755854974|9291
549755854974|11641
549755854983|1766
549755854983|2423
549755854983|5107
549755854983|5656
549755854983|6963
549755854983|7019
549755854983|12292
549755854993|2423
549755854993|6025
549755854993|6970
549755855003|1667
549755855003|2423
549755855003|11376
549755855013|973
549755855013|2423
549755855013|6437
549755855023|1191
549755855023|2423
549755855023|7004
549755855023|9001
549755855033|295
549755855033|2423
549755855033|5066
549755855033|5185
549755855033|5859
549755855033|12044
549755855043|2029
549755855043|2423
549755855043|3022
549755855043|7330
549755855053|2423
549755855053|5822
549755855053|5862
549755855053|9206
549755855053|14350
549755855063|1762
549755855063|2423
549755855063|5156
549755855063|9010
549755855073|2423
549755855073|2928
549755855073|5063
549755855073|6965
549755855083|2423
549755855083|2811
549755855083|5120
549755855083|6613
549755855083|8360
549755855093|285
549755855093|798
549755855093|1179
549755855093|2423
549755855093|6371
549755855093|9036
549755855103|2423
549755855103|2869
549755855103|6011
549755855103|6374
549755855103|6991
549755855103|7555
549755855103|12598
549755855113|1989
549755855113|2423
549755855113|9082
549755855113|9350
549755855113|9683
549755855113|13732
549755855123|2423
549755855123|3066
549755855123|5390
549755855123|6383
549755855123|9194
549755855123|11346
824633762076|4855
755914285346|4855
1030792192296|2
1030792192296|3070
1030792192296|7600
893353238844|2
893353238844|7143
687194808656|2
687194808656|2971
687194808656|6940
824633762148|2
824633762148|2795
824633762148|3011
824633762148|9195
1168231145848|2
1168231145848|6940
1030792192396|2
618475332000|2
618475332000|2087
824633762228|2
893353238984|2
893353238984|3070
893353238984|7344
893353238984|14137
755914285532|2
1099511669232|2
1168231145988|2
1030792192536|2
1030792192536|3011
1030792192536|7522
687194808876|1404
687194808882|1404
687194808882|4878
687194808882|11575
687194808882|11718
687194808888|1404
687194808888|9323
687194808888|11431
687194808894|1404
687194808894|3082
687194808894|5104
687194808894|7559
687194808894|9536
687194808894|14543
687194808894|15899
687194808899|141
687194808899|1404
687194808899|10836
687194808899|12097
687194808899|15776
1099511669489|794
1099511669489|2809
1099511669489|5070
1099511669489|6990
893353239301|794
893353239301|2795
893353239301|2851
893353239321|458
893353239321|4863
893353239321|5145
893353239321|7548
755914285869|60
755914285869|597
755914285869|1677
755914285869|2810
755914285869|5097
755914285869|12273
962072716079|976
962072716079|1526
962072716079|3070
962072716079|3103
962072716079|5978
962072716079|6709
962072716079|7547
962072716079|9144
962072716091|1526
962072716091|7253
755914285894|1860
755914285894|1999
755914285894|12836
755914285894|14003
755914285894|14492
1099511669694|1670
893353239501|1541
893353239501|7547
893353239589|261
893353239591|261
1099511669801|261
1168231146683|9
1168231146683|282
1168231146683|565
1168231146683|2805
1168231146683|2882
962072716495|9
962072716495|3054
962072716495|6365
1030792193251|9
1030792193251|783
1030792193251|2805
1030792193251|4844
1168231146743|9
1168231146743|2918
1168231146743|3054
1168231146743|6365
1168231146743|7517
1030792193291|9
1030792193291|5132
1168231146783|9
1030792193331|1167
1030792193331|1984
1030792193331|2886
1030792193331|5763
1030792193331|6946
1030792193331|9191
1030792193331|10767
1030792193351|1167
1030792193351|3066
1030792193351|5147
1030792193351|6780
1030792193351|6984
1030792193351|8556
1030792193351|11248
1030792193371|1167
1030792193371|3035
1030792193371|5753
1030792193371|7258
1030792193371|7432
1030792193371|10321
1030792193391|1167
1030792193391|2782
1030792193391|10226
1030792193411|1167
1030792193411|7103
1030792193411|12054
1030792193411|14080
1030792193431|143
1030792193431|1167
1030792193431|5118
1030792193431|6756
1030792193431|9310
1030792193431|9334
1030792193431|9350
1030792193431|11624
1030792193451|591
1030792193451|1167
1030792193451|6378
1030792193451|7017
1030792193451|7563
1030792193451|9187
1030792193451|9224
1030792193451|12409
1030792193471|1167
1030792193471|2082
1030792193471|5185
1030792193491|1167
1030792193491|2120
1030792193491|3103
1030792193491|3114
1030792193491|6060
1030792193491|9051
1030792193491|10484
1030792193491|11597
1030792193511|1167
1030792193511|2037
1030792193511|2079
1030792193511|2874
1030792193511|6082
1030792193511|9078
1030792193511|10187
1030792193531|1167
1030792193531|1188
1030792193531|7237
1030792193531|7604
1030792193531|9274
1030792193551|1167
1030792193551|2876
1030792193551|6823
1030792193551|8037
1030792193551|11562
1030792193571|1167
1030792193571|2955
1030792193571|5185
893353240191|138
893353240191|2826
893353240202|138
893353240202|458
893353240202|6992
962072716949|138
962072716949|565
962072716949|2799
962072716949|6954
962072716949|10449
893353240224|798
962072716967|798
962072716975|798
1168231147191|798
893353240255|798
1168231147207|798
1168231147207|2024
1168231147207|4845
1030792193743|798
1168231147223|798
1099511670495|798
1099511670495|2809
1099511670495|5063
962072717031|798
962072717031|5063
1099511670510|798
962072717045|798
962072717053|147
962072717053|298
962072717053|1748
962072717053|2782
962072717053|6759
962072717053|7075
962072717053|9333
962072717053|13468
962072717060|977
962072717060|1748
962072717060|11529
962072717068|1748
962072717068|3043
962072717068|5392
962072717068|6940
962072717068|11449
962072717076|1748
962072717076|3051
962072717076|6512
962072717076|12029
962072717084|1748
962072717084|2051
962072717084|7481
962072717084|12809
962072717092|1748
962072717092|3002
962072717092|5183
962072717092|6375
962072717092|7564
962072717092|9349
962072717100|1174
962072717100|1748
962072717100|2008
962072717100|5086
962072717100|5214
962072717100|9106
1168231147378|144
1168231147378|2795
1168231147391|1524
1030792193926|1524
137438996439|8
755914287076|8
755914287076|545
755914287076|807
206158473201|8
206158473201|1410
206158473201|2781
206158473201|2886
893353240574|8
893353240574|6397
206158473227|8
206158473227|2113
206158473227|5193
1030792194072|8
1030792194072|2882
1030792194072|6397
824633763877|8
824633763877|807
824633763877|5141
824633763877|7509
68719519794|8
68719519794|5115
1168231147583|8
1168231147583|791
1168231147583|977
1168231147583|7005
549755856972|8
549755856972|138
618475333721|8
618475333721|782
343597426790|8
343597426790|793
343597426790|1190
343597426790|1644
343597426790|2882
755914287219|8
755914287219|977
412316903552|8
412316903552|1644
481036380301|8
481036380301|1171
481036380301|5115
481036380301|6401
481036380301|7005
206158473370|1196
206158473370|1641
687194810524|1963
687194810524|2875
687194810524|5389
687194810524|5581
687194810524|5744
687194810524|10027
687194810524|11732
206158473374|796
206158473374|1641
206158473374|6365
206158473374|6766
274877950112|1162
274877950112|2072
274877950112|2991
274877950112|6427
274877950112|6861
274877950112|7528
274877950112|11971
274877950112|13269
274877950112|14966
687194810530|410
687194810530|2108
687194810530|6376
687194810530|9244
43172|1744
43172|2009
43172|2780
43172|2822
43172|7509
274877950118|1162
274877950118|3047
274877950118|7561
274877950118|9062
274877950118|9310
274877950120|1162
274877950120|3051
274877950120|3111
274877950120|5170
274877950120|6131
274877950120|9610
274877950122|449
274877950122|1162
274877950122|2020
206158473388|1641
206158473388|5132
206158473390|1641
206158473390|13397
206158473392|1641
206158473392|2071
206158473392|9186
206158473392|9190
206158473394|1641
206158473394|11451
274877950132|1162
274877950132|1749
274877950132|2093
274877950132|2787
274877950132|6276
274877950132|9486
274877950132|12036
687194810550|410
687194810552|297
687194810552|1524
687194810552|2015
687194810552|2826
687194810552|3037
687194810552|9264
687194810552|12784
687194810572|1524
687194810572|2087
687194810572|2876
687194810572|2943
687194810572|4848
687194810572|6956
687194810572|7005
687194810572|8743
687194810572|9176
412316903648|1748
412316903648|4948
412316903648|5158
687194810612|206
687194810612|1524
687194810612|2949
687194810612|3033
687194810632|1524
687194810632|2825
687194810632|6367
687194810632|14412
687194810632|14934
755914287386|783
755914287386|1401
755914287386|1682
755914287386|2056
755914287386|7518
755914287386|9092
755914287386|11670
755914287386|12017
687194811021|9
206158473871|9
206158473871|205
206158473871|2037
206158473873|9
206158473875|9
206158473875|148
206158473875|1430
206158473875|2780
206158473875|5158
206158473875|11633
687194811029|9
687194811029|2063
687194811029|8628
1168231148183|9
1168231148183|788
1168231148183|808
1168231148183|1430
1168231148183|2820
1168231148183|2938
1168231148183|5158
1168231148183|7233
755914287769|9
755914287769|205
755914287769|1909
755914287769|5153
755914287769|6637
893353241243|9
893353241243|1764
893353241243|13398
962072717981|9
962072717981|2811
962072717981|5989
137438997151|9
137438997151|5511
137438997151|11633
412316904097|9
412316904097|784
412316904097|1764
412316904097|2888
412316904097|5755
962072717987|266
962072717987|277
962072717987|1684
962072717987|2984
962072717987|9035
962072717987|12950
137438997161|2808
137438997161|3156
137438997161|5238
137438997161|6413
137438997161|8603
962072717999|266
962072717999|1930
962072717999|5060
962072717999|9195
962072718005|205
962072718005|266
962072718005|10785
962072718005|12002
962072718005|13886
137438997179|1766
137438997179|2831
137438997179|3156
137438997179|5063
137438997179|5594
137438997179|7007
137438997179|7598
137438997179|12232
137438997179|13364
206158473921|775
206158473921|1189
206158473921|3089
206158473921|4845
206158473921|6105
206158473921|6424
206158473921|11688
137438997191|2040
137438997191|2957
137438997191|3084
137438997191|3156
137438997191|7520
137438997191|9114
206158473933|1181
206158473933|1545
206158473933|2819
206158473933|4845
206158473933|5093
206158473933|9155
412316904147|1748
412316904147|6862
412316904147|8503
412316904147|11703
412316904147|11893
137438997209|3156
137438997209|5164
137438997209|6371
137438997215|1644
137438997215|3156
137438997215|6384
137438997215|7543
137438997221|417
137438997221|3156
137438997221|5822
137438997221|6956
137438997221|7516
137438997221|7936
137438997227|809
137438997227|1989
137438997227|3065
137438997227|3156
137438997233|3156
137438997233|5569
137438997233|6472
137438997233|7523
137438997239|543
137438997239|2898
137438997239|3156
137438997239|6365
137438997239|7379
137438997239|7556
137438997245|976
137438997245|3156
137438997245|7553
137438997245|9152
137438997245|14577
412316904195|1748
412316904195|5303
412316904195|5753
412316904195|13995
206158473993|2123
206158473993|4845
206158473993|7546
206158473993|9069
206158473993|13689
412316904207|978
412316904207|1748
412316904207|2089
412316904207|5058
412316904207|5140
412316904207|5962
412316904207|7530
137438997269|149
137438997269|573
137438997269|1617
137438997269|3004
137438997269|3156
137438997269|6806
137438997269|8157
137438997269|9038
137438997269|9808
549755857691|443
549755857691|2844
549755857691|6378
549755857691|6457
549755857691|6656
549755857691|7891
549755857691|14822
137438997281|2996
137438997281|3156
137438997281|7582
137438997281|7897
137438997281|9104
137438997281|12157
137438997287|2077
137438997287|3156
137438997287|7547
137438997287|13949
206158474029|2973
206158474029|4845
206158474029|6982
206158474029|11046
412316904243|1179
412316904243|1748
412316904243|12218
137438997305|3156
137438997305|5767
137438997305|6383
137438997305|7568
137438997305|11379
206158474047|1863
206158474047|2065
206158474047|2932
206158474047|3050
206158474047|4845
206158474047|5067
206158474047|7342
206158474047|13424
137438997317|3080
137438997317|3156
137438997317|6412
137438997317|9134
137438997317|9576
549755857739|443
549755857739|9323
549755857739|11295
549755857739|13553
206158474065|1763
206158474065|2043
206158474065|2873
206158474065|4845
206158474065|9275
206158474065|11249
206158474065|13994
412316904279|1748
412316904279|5148
412316904279|9098
412316904279|9125
412316904279|11667
137438997341|3156
137438997341|5084
137438997341|9040
137438997341|9151
137438997341|10222
206158474083|138
206158474083|2903
206158474083|4845
206158474083|5116
206158474083|6385
206158474083|10457
206158474083|13777
412316904297|1444
412316904297|1748
412316904297|3096
412316904297|11256
412316904297|11595
962072718191|266
962072718191|2103
962072718191|9015
137438997365|572
137438997365|3059
137438997365|3156
137438997365|7534
137438997365|7609
137438997365|13050
137438997365|13859
412316904315|1170
412316904315|1683
412316904315|1748
412316904315|2857
412316904315|3046
412316904315|7785
412316904315|10132
412316904315|14234
137438997377|3156
137438997377|11684
137438997377|11874
549755857799|443
549755857799|6704
549755857799|7483
549755857799|7562
137438997389|2794
137438997389|2815
137438997389|2997
137438997389|3069
137438997389|3156
137438997389|11339
137438997395|3156
137438997395|6393
137438997395|11529
962072718233|266
962072718233|2069
962072718233|2785
962072718233|3081
962072718233|9196
549755857823|443
549755857823|9160
549755857823|15155
206158474149|1766
206158474149|4845
206158474149|5091
206158474149|5129
206158474149|5152
206158474149|9069
206158474149|10027
206158474149|11715
206158474149|12122
206158474149|12988
412316904363|1748
412316904369|1748
412316904369|9100
412316904369|12592
412316904369|13318
412316904369|15366
137438997431|2020
137438997431|3156
137438997431|6862
137438997431|10716
137438997431|11513
206158474173|524
206158474173|4845
412316904387|582
412316904387|1748
412316904387|5122
412316904387|7513
412316904387|9141
412316904387|11410
412316904387|12021
206158474185|4845
206158474185|5183
206158474185|8247
206158474185|9174
206158474185|11744
206158474191|598
206158474191|3089
206158474191|4845
206158474191|6376
137438997461|2871
137438997461|3156
137438997461|6368
137438997461|7023
137438997461|11581
412316904411|1748
412316904411|2094
412316904411|2820
412316904411|5063
412316904411|6175
412316904411|7321
412316904411|9696
412316904411|12800
412316904417|1748
412316904417|2794
412316904417|5101
412316904417|5418
206158474215|2023
206158474215|4845
206158474215|9183
137438997485|2817
137438997485|3156
137438997485|9070
137438997485|11979
137438997491|1992
137438997491|3080
137438997491|3156
137438997491|11583
137438997491|13898
137438997491|14698
412316904441|1176
412316904441|1748
412316904441|3077
412316904441|6938
412316904441|10395
412316904447|9
412316904447|1748
412316904447|2944
412316904447|2977
412316904447|6855
412316904447|6976
412316904447|12906
412316904453|1748
412316904453|3080
412316904453|5184
412316904453|6947
412316904453|9285
137438997515|3156
137438997515|10931
137438997515|11578
137438997521|3156
137438997521|5359
137438997521|7380
137438997521|9072
206158474263|4845
206158474263|10439
206158474263|11174
137438997533|3156
137438997533|9162
137438997533|9268
137438997533|13072
137438997533|13787
206158474275|3031
206158474275|4845
206158474275|6675
206158474275|7363
206158474275|7527
206158474275|12690
137438997545|3156
137438997545|7511
137438997545|7575
137438997545|9172
137438997545|9318
137438997551|809
137438997551|3156
137438997557|3156
206158474299|2077
206158474299|4845
206158474299|9329
206158474299|9346
206158474305|1450
206158474305|4845
206158474305|6528
206158474305|9699
206158474305|11557
412316904519|1748
412316904519|2003
412316904519|2056
412316904519|8777
137438997581|2787
137438997581|3156
137438997581|6416
206158474323|1998
206158474323|2023
206158474323|2024
206158474323|4845
206158474323|9065
206158474323|11407
206158474323|12006
206158474323|14300
137438997593|977
137438997593|2052
137438997593|3156
137438997593|6281
137438997593|9702
137438997593|9859
137438997593|11374
962072718431|266
962072718431|9161
962072718431|9316
962072718431|12083
962072718431|14530
137438997605|142
137438997605|1174
137438997605|1617
137438997605|3156
137438997605|9518
137438997611|2902
137438997611|3156
137438997611|4848
137438997611|11751
137438997617|2015
137438997617|2894
137438997617|2996
137438997617|3156
137438997617|6395
206158474359|2103
206158474359|2869
206158474359|2987
206158474359|4845
206158474359|6196
206158474359|6611
206158474359|9133
206158474359|13506
412316904573|1748
412316904573|7032
412316904573|7190
412316904573|7575
343597428158|280
343597428158|15886
44485|280
68719521228|280
68719521229|280
274877951444|280
137438997973|1525
137438997991|1525
137438997991|2003
137438997991|2120
137438997991|2799
137438997991|6051
1168231149363|6
1168231149363|11742
274877951799|6
274877951799|6413
412316905275|6
412316905275|790
412316905275|3051
412316905275|6405
343597428543|6
412316905283|6
1030792195911|6
893353242443|6
412316905295|6
481036382035|6
206158475095|6
206158475095|3051
824633765723|6
824633765723|9174
137438998367|6
618475335523|6
687194812263|6
687194812263|11254
481036382059|6
481036382059|11254
481036382063|1408
481036382063|3052
481036382063|9095
206158475137|193
206158475137|9268
206158475137|13903
893353242515|2935
893353242515|4863
893353242515|9034
343597428645|413
343597428645|2120
343597428645|5075
343597428645|13202
962072719287|780
962072719287|1541
962072719287|13501
206158475209|193
206158475209|597
206158475209|1033
206158475209|5132
206158475209|7568
206158475209|7575
206158475209|8006
206158475209|9064
343597428699|413
343597428699|9082
343597428699|9224
893353242605|244
893353242605|1671
893353242605|2961
893353242605|2968
893353242623|1541
893353242623|10461
824633766580|3189
206158475965|3189
412316906182|3189
687194813135|3189
824633766616|3189
618475336417|3189
1168231150314|3189
137438999283|3189
687194813180|1396
687194813180|6438
687194813180|11679
481036383279|148
481036383279|805
481036383279|1548
481036383279|2026
481036383279|6365
481036383279|6399
343597429826|148
343597429826|584
343597429826|1179
343597429826|1452
343597429826|1548
343597429826|1749
343597429826|5101
343597429826|6945
343597429826|9299
549755860053|148
549755860053|1749
549755860053|2012
549755860053|2040
343597429864|148
343597429864|1172
343597429864|1910
962072720507|148
962072720507|468
962072720507|584
962072720507|2075
962072720507|2778
137438999694|148
137438999694|1171
137438999694|1179
137438999694|2026
137438999694|2075
137438999694|9299
549755860129|148
549755860129|805
549755860129|1452
206158476468|148
206158476468|1179
206158476468|1992
206158476468|2012
206158476468|2044
206158476468|12416
893353243847|148
893353243847|1176
893353243847|11689
137438999770|148
137438999770|1186
137438999770|6413
137438999770|7604
687194813677|148
687194813677|11250
1030792197376|148
1030792197376|1911
1030792197376|1992
1030792197376|2040
481036383507|148
481036383507|1170
481036383507|1617
481036383507|1989
481036383507|9479
481036383507|11557
206158476582|148
206158476582|777
206158476582|1170
206158476582|1452
206158476582|2083
206158476582|7555
206158476582|9299
206158476601|148
206158476601|565
206158476601|2105
206158476601|6411
206158476601|13866
755914290508|148
755914290508|416
755914290508|1171
755914290508|1172
755914290508|2797
755914290508|6945
755914290527|148
755914290527|468
755914290527|2082
755914290527|9036
755914290527|9238
755914290527|9479
274877953394|148
274877953394|973
274877953394|1172
274877953394|2012
274877953394|3067
274877953394|6399
274877953394|6411
274877953394|9036
274877953413|148
274877953413|416
274877953413|9238
1168231151000|148
1168231151000|1452
1168231151000|1863
1168231151000|5168
1168231151000|11250
755914290603|148
755914290603|1452
755914290603|2026
755914290603|2083
893353244094|148
893353244094|2082
893353244094|13816
893353244094|13866
962072720849|148
962072720849|1749
962072720849|2040
274877953508|148
274877953508|2082
274877953508|3034
274877953508|5091
274877953508|6358
274877953508|7555
274877953508|13816
206158476790|148
206158476790|1175
206158476790|2837
206158476790|6358
206158476790|6365
206158476790|6399
206158476790|9238
274877953545|1162
274877953545|2986
274877953545|7506
274877953545|9275
687194813976|1410
687194813976|5068
687194813976|6934
687194813976|11715
274877953575|147
274877953575|790
274877953575|1162
274877953575|2841
274877953575|6412
274877953575|7644
274877953575|9108
274877953575|11566
274877953590|9
274877953590|1162
274877953590|5196
274877953590|7522
274877953590|8443
274877953590|9033
274877953590|9830
687194814021|1410
687194814021|2885
687194814021|2901
687194814021|3024
687194814021|9096
687194814021|9349
687194814021|11994
687194814036|1410
687194814036|2921
687194814036|9074
687194814036|9230
687194814036|9348
687194814051|1410
687194814051|1671
687194814051|1760
687194814051|2091
687194814051|4849
687194814051|6797
687194814066|1410
687194814066|1680
687194814066|9348
687194814066|11686
687194814066|13993
274877953665|1162
274877953665|5483
274877953665|7034
274877953665|8357
687194814096|1410
687194814096|2039
687194814096|2097
687194814096|9026
274877953694|1162
274877953694|2819
274877953694|6166
274877953694|7568
274877953709|1162
274877953709|5541
274877953709|6978
274877953709|7327
274877953709|9256
687194814140|1410
687194814140|9477
687194814140|11547
687194814140|12031
687194814140|12278
687194814140|12477
274877953739|978
274877953739|1162
274877953739|2037
274877953739|5390
274877953739|6547
274877953739|10005
687194814170|1410
687194814170|2006
687194814170|5188
687194814170|9116
687194814170|12044
274877953769|1162
274877953769|1450
274877953769|5984
274877953769|6433
274877953769|7556
274877953769|12159
274877953784|1162
274877953784|1681
274877953784|13383
687194814215|1410
687194814215|2856
687194814215|2937
687194814215|6361
687194814215|7585
687194814230|1410
687194814230|2046
687194814230|2944
687194814230|9076
687194814230|9290
687194814230|12004
274877953829|1162
687194814259|977
687194814259|1032
687194814259|1164
687194814259|1194
687194814259|1410
687194814259|9193
687194814259|11715
687194814259|12037
687194814273|1194
687194814273|1410
687194814273|1909
687194814273|8668
274877953872|1162
274877953872|5184
274877953872|9257
274877953872|9340
274877953887|1162
274877953887|7579
274877953887|7898
274877953887|8222
274877953887|14358
687194814318|1410
687194814318|9311
687194814318|12169
274877953917|782
274877953917|1162
274877953917|6458
274877953917|13117
274877953928|1162
274877953928|1674
274877953928|2815
274877953928|9343
274877953928|10460
274877953928|11013
687194814359|1410
687194814359|2071
687194814359|2855
687194814359|6424
1099511675032|295
